kind,#,name,N_SentenceSize,N_SentenceSize (score),N_XMLSize,N_XMLSize (score),R_Stability,R_Stability (score),N_InEdgeCount,N_InEdgeCount (score),N_OutEdgeCount,N_OutEdgeCount (score),R_XMLSimilarity,R_XMLSimilarity (score),R_XMLUniqueness,R_XMLUniqueness (score),N_PointlessAbstraction,N_PointlessAbstraction (score),R_TextSimilarity,R_TextSimilarity (score),N_TextSize,N_TextSize (score),N_SubSectionWidth,N_SubSectionWidth (score),N_SubSectionDepth,N_SubSectionDepth (score),N_BrokenRefs,N_BrokenRefs (score),N_BackRefs,N_BackRefs (score),N_TextSimilar,N_TextSimilar (score),R_TextUniqueness,R_TextUniqueness (score)
file,43,cn_00_27_000132.xml,1.0,0.05144702776140063,19.0,0.028089471996843324,1.0,0.0,1.0,0.4386635212062157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03654927493341225,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,239,BMC Remedy IT Service Management Suite 9.0 : Updating BMC Remedy Smart Reporting data source connection password,2.0,0.0932044807874702,4976.0,0.38812301166489926,0.8333333333333334,0.0,2.0,0.7012410892866301,10.0,0.6128262987845531,0.0,0.0,0.0,0.0,1.0,0.38701984717164983,0.2826086956521739,0.8047896216642826,174.0,0.2738482785834073,2.0,0.3559480929589974,2.0,0.7021512804065723,0.0,0.0,0.0,0.0,43.0,0.7303768264547552,0.28260869565217384,0.728456567848863
file,321,Dataset description - BMC Remedy IT Service Management Suite 8.1,11.0,0.24892978903386223,3722.0,0.26585119238452243,0.75,0.0,2.0,0.7012410892866301,6.0,0.4421508795322837,0.0,0.0,0.0,0.0,4.0,0.5736448022975538,0.31679434065504186,0.821363389730183,162.0,0.25643681562592485,2.0,0.565303202249963,2.0,0.7021512804065723,0.0,0.0,0.0,0.0,1163.0,0.8787234042553191,0.3181818181818181,0.7448330291520742
file,1164,CAI plug-in - BMC Remedy IT Service Management Suite 8.1,5.0,0.15531516751685423,2979.0,0.21051074009223408,0.75,0.0,2.0,0.7012410892866301,6.0,0.4421508795322837,0.0,0.0,0.0,0.0,1.0,0.38701984717164983,0.5807896245342535,0.9097074927243132,124.0,0.19438689947716287,2.0,0.3559480929589974,2.0,0.7021512804065723,0.0,0.0,0.0,0.0,1163.0,0.8787234042553191,0.5833333333333334,0.8525871849257634
file,205,BMC Atrium Discovery 10.2 : model.withdraw,1.0,0.05144702776140063,2479.0,0.18111420750203458,0.75,0.0,3.0,0.8274014052002667,9.0,0.5838504538694292,0.0,0.0,0.0,0.0,2.0,0.4797169085594133,0.0,0.0,47.0,0.07554010062148565,2.0,0.44688409730103124,2.0,0.7021512804065723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,190,Pressure reducing and relief valve 36HAM (DMC-J3-A-36-50-15-00A-920A-A_003-00),49.0,0.7080310681602625,24321.0,0.7615724185553281,0.8571428571428571,0.0,2.0,0.7012410892866301,12.0,0.6654700241038002,0.0,0.0,0.0,0.0,33.0,0.9137648084517155,0.1120495495495495,0.6922014502047058,559.0,0.620227878070435,5.0,0.91644051907041,5.0,0.986529826812059,0.0,0.01653442539032506,0.0,0.0,84.0,0.7504486029223276,0.3783783783783784,0.7749223104621911
file,76,cn_90_02_611054.xml,122.0,0.8016713234728666,1113.0,0.12986756763422033,0.25,0.0,1.0,0.4386635212062157,3.0,0.32437560900559004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2363.0,0.8305958370326526,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,676,Canopy two-seater (DMC-J3-A-31-11-12-00B-920A-A_019-00),406.0,0.8968496065212376,147505.0,0.9574835384349799,0.5797101449275363,1.0,29.0,0.9891020052310375,40.0,0.9065593107338837,0.020022667170381564,0.7792383958960193,0.021911598035511903,0.7705075716470182,209.0,0.9882558079901533,0.022668900055834728,0.5970009372071228,4274.0,0.8695373384630561,7.0,0.9887995263235803,7.0,0.9999753293531356,2.0,0.9466854363962119,0.0,0.0,18.0,0.7006152268649064,0.1477386934673367,0.6422828392443151
file,223,Errors for required fields - BMC Remedy IT Service Management Suite 8.0,5.0,0.15531516751685423,59700.0,0.8855458827591309,0.75,0.0,2.0,0.7012410892866301,6.0,0.4421508795322837,0.0,0.0,0.0,0.0,1.0,0.38701984717164983,0.02760094874077625,0.5970009372071228,4223.0,0.8685015290519877,2.0,0.3559480929589974,2.0,0.7021512804065723,0.0,0.0,0.0,0.0,891.0,0.848884901307357,0.027833001988071593,0.5769989641394959
file,30,seu1380016489995.xml,28.0,0.5717361769757248,162.0,0.09361513230905817,1.0,0.0,2.0,0.7012410892866301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.5422462266942882,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,1.0,0.8563957074133465,0.0,0.0,0.0,0.0
file,117,Object Group|Base Value Types,1.0,0.05144702776140063,839.0,0.12259241904855854,0.0,0.0,1.0,0.4386635212062157,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5376173137083953,0.0,0.0,4.0,0.03654927493341225,2.0,0.5187990329106429,2.0,0.7021512804065723,1.0,0.8995392884566163,0.0,0.0,0.0,0.0,0.0,0.0
file,113,Check Cashing Proposal Details|Parameters,1.0,0.05144702776140063,1370.0,0.14172975905694346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38701984717164983,0.0,0.0,23.0,0.05270296932031173,1.0,0.1364533478067795,1.0,0.13642867715991513,2.0,0.9466854363962119,0.0,0.0,0.0,0.0,0.0,0.0
file,107,dc_vrp_multicast_feature_0035.xml,20.0,0.4317756530209428,133.0,0.08843621297689215,1.0,0.0,2.0,0.7012410892866301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7576579687268781,471.0,0.5848377231922659,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,1.0,0.8563957074133465,1.0,0.617098179953858,0.19999999999999996,0.6721501504464066
file,940,BMC Remedy IT Service Management Suite 9.0 : Frequently Asked Questions on BMC Remedy ITSM Process Designer,94.0,0.7827792161185306,50060.0,0.8609830082122863,0.8666666666666667,0.0,2.0,0.7012410892866301,13.0,0.7014975126929586,0.0,0.0,0.0,0.0,53.0,0.9457920919021489,0.05633423180592991,0.6351551324421645,2504.0,0.8355775870573148,2.0,0.9878620417427345,2.0,0.7021512804065723,0.0,0.0,0.0,0.0,7.0,0.676595744680851,0.3358490566037735,0.7548463473585557
file,58,User-Defined Base Value Types,4.0,0.1359360180461921,1303.0,0.13835113073072086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6182111903174522,0.0,0.0,63.0,0.10503600670809904,2.0,0.6259683228894262,2.0,0.7021512804065723,2.0,0.9466854363962119,0.0,0.0,0.0,0.0,0.0,0.0
file,1090,DitaMap:  dc_vrp_telnet_feature_en,0.0,0.0,13.0,0.028089471996843324,0.037037037037037035,0.0,1.0,0.4386635212062157,26.0,0.8651725729524591,0.0,0.0,0.0,0.0,3.0,0.5376173137083953,0.0,0.0,0.0,0.0,4.0,0.6608279469087679,4.0,0.9426900873340899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,1112,Working with product catalog information - BMC Remedy IT Service Management Suite 8.1,5.0,0.15531516751685423,4905.0,0.3806998939554613,0.9,0.0,2.0,0.7012410892866301,18.0,0.8126570593363762,0.0,0.0,0.0,0.0,2.0,0.4797169085594133,0.40989488578937533,0.858802347950476,102.0,0.16222748347637367,2.0,0.44688409730103124,2.0,0.7021512804065723,0.0,0.0,0.0,0.0,1164.0,0.8788772109715458,0.7352941176470589,0.8886203324618951
file,241,Non-return valve 31HAM (DMC-J3-A-36-50-17-00B-920A-A_006-00),86.0,0.7759862602855605,45757.0,0.8391329009346716,0.9230769230769231,0.0,2.0,0.7012410892866301,24.0,0.8562746807528592,0.0,0.0,0.0,0.0,53.0,0.9457920919021489,0.041724941724941726,0.6224288462487052,808.0,0.6861744105751209,5.0,0.9365717669117284,5.0,0.986529826812059,1.0,0.8995392884566163,0.0,0.0,78.0,0.7448346577800564,0.054545454545454564,0.5904898140383762
file,330,Second Discharge Unit - No Procedure Described_0000513326.xml,1.0,0.05144702776140063,58.0,0.059434264716762435,1.0,0.0,1.0,0.4386635212062157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.04402189997040545,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
