FullQualifiedName,name,Maintainability,CBO,CYC_Classes,DAC,DIT,ILCOM,LCOM,LD,LEN,LOC,LOD_Class,MPC,NAM,NOC,NOM,RFC,TCC,WMC
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.TwoTests,TwoTests,0.2540449746332099,1,28,0,0,0,4,0.0,8,13,1.0,0,2,0,2,2,0.0,2
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.MethodSorterTest.java.MethodSorterTest.Sub,Sub,0.18572603866721513,1,1,1,1,0,1,0.0,3,4,1.0,0,1,0,1,1,0.0,1
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.MethodSorterTest.java.MethodSorterTest.Super,Super,0.18572603866721513,0,1,0,0,0,1,0.0,5,4,1.0,0,1,1,1,1,0.0,1
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.SuccessfulWithDataPointFields.java.SuccessfulWithDataPointFields.PositiveInts,PositiveInts,0.11740710270122036,0,1,0,0,1,0,1.0,12,17,1.0,0,3,0,1,1,0.0,1
org.junit.runners.Throwables.java.MethodSorters.java.RuleContainer.java.RuleContainer.RuleEntry,RuleEntry,0.18572603866721513,0,1,0,0,0,0,0.0,9,14,1.0,0,5,0,0,0,0.0,0
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.TeardownAfterFailureTest,TeardownAfterFailureTest,0.2540449746332099,1,28,0,0,0,4,0.0,24,11,1.0,0,2,0,2,2,0.0,2
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.MethodSorterTest.java.MethodSorterTest.DummySortWithoutAnnotation,DummySortWithoutAnnotation,0.18572603866721513,0,1,0,0,0,36,0.0,26,21,1.0,0,6,0,6,6,0.0,6
org.junit.runner.notification.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.SynchronizedRunListenerTest.java.SynchronizedRunListenerTest.MethodSignature,MethodSignature,0.04908816673522555,0,1,0,0,2,0,1.0,15,33,1.0,0,6,0,3,3,0.3333333333333333,5
org.junit.runner.notification.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.SynchronizedRunListenerTest.java.SynchronizedRunListenerTest,SynchronizedRunListenerTest,0.18572603866721513,2,1,2,0,0,49,0.0,27,141,875,13,7,0,7,10,0.0,8
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.SuccessfulWithDataPointFields.java.SuccessfulWithDataPointFields.NewObjectEachTime,NewObjectEachTime,0.11740710270122036,0,1,0,0,1,0,1.0,17,16,1.0,0,4,0,1,1,0.0,1
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.MethodSorterTest.java.MethodSorterTest,MethodSorterTest,0.04908816673522555,6,1,6,0,3,27,1.0,16,168,1.0,0,15,0,7,7,0.2,9
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.TestAndTeardownFailureTest,TestAndTeardownFailureTest,0.18572603866721513,0,1,0,0,0,4,0.0,26,11,1.0,0,2,0,2,2,0.0,2
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.SuccessfulWithDataPointFields.java.SuccessfulWithDataPointFields.BeforeAndAfterOnSameInstance,BeforeAndAfterOnSameInstance,0.04908816673522555,0,1,0,0,1,0,1.0,28,17,1.0,0,4,0,2,2,1.0,2
org.junit.runner.notification.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RunNotifierTest.java.RunNotifierTest.ThreadSafeListener,ThreadSafeListener,0.18572603866721513,1,1,1,1,0,0,0.0,18,3,1.0,0,0,0,0,0,0.0,0
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.SuccessfulWithDataPointFields.java.SuccessfulWithDataPointFields.HasATwoParameterTheory,HasATwoParameterTheory,0.18572603866721513,0,1,0,0,0,1,0.0,22,10,1.0,0,2,0,1,1,0.0,1
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.SuccessfulWithDataPointFields.java.SuccessfulWithDataPointFields,SuccessfulWithDataPointFields,0.18572603866721513,0,1,0,0,0,0,0.0,29,190,1.0,0,0,0,0,0,0.0,0
org.junit.runner.notification.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RunNotifierTest.java.RunNotifierTest.CountingListener,CountingListener,0.11740710270122036,0,1,0,0,1,0,1.0,16,8,1.0,0,2,1,1,1,0.0,1
org.junit.ComparisonFailure.java.ComparisonFailure.ComparisonCompactor,ComparisonCompactor,0.11740710270122036,2,4,2,0,1,0,1.0,19,101,1.0,6,9,0,3,8,0.0,8
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.TeardownFailureTest,TeardownFailureTest,0.18572603866721513,0,1,0,0,0,4,0.0,19,10,1.0,0,2,0,2,2,0.0,2
org.junit.internal.runners.Throwables.java.JUnit4ClassRunner.java.JUnit4ClassRunner,JUnit4ClassRunner,0.04908816673522555,6,7,6,0,2,185,1.0,17,126,0.9444444444444444,12,19,0,17,25,0.5,22
org.junit.runner.notification.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RunNotifierTest.java.RunNotifierTest.FailureListener,FailureListener,0.18572603866721513,0,1,0,0,0,1,0.0,15,8,1.0,0,1,0,1,1,0.0,1
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.SetupFailureTest,SetupFailureTest,0.2540449746332099,1,28,0,0,0,4,0.0,16,11,1.0,0,2,0,2,2,0.0,2
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.ChecksTest.java.ChecksTest,ChecksTest,0.1366378719319896,0,1,0,0,0,25,0.0,10,51,0.8333333333333334,0,5,0,5,5,0.0,5
org.junit.ComparisonFailure.java.ComparisonFailure,ComparisonFailure,0.0683189359659948,1,4,1,0,1,0,0.0,17,169,0.0,2,7,0,3,4,0.6666666666666666,3
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.FailureTest,FailureTest,0.18572603866721513,0,1,0,0,0,1,0.0,11,6,1.0,0,1,0,1,1,0.0,1
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.TeardownTest,TeardownTest,0.2540449746332099,1,28,0,0,0,4,0.0,12,10,1.0,0,2,0,2,2,0.0,2
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.AllInternalTests.java.AllInternalTests,AllInternalTests,0.18572603866721513,4,1,4,0,0,0,0.0,16,15,1.0,0,0,0,0,0,0.0,0
null,null,0.0683189359659948,1,1,1,0,1,28,0.6666666666666666,0,null,0.4285714285714286,1,8,0,6,6,0.0,12
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.SetupTest,SetupTest,0.2540449746332099,1,28,0,0,0,4,0.0,9,10,1.0,0,2,0,2,2,0.0,2
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithDataPointMethod.java.WithDataPointMethod.HasDateMethod,HasDateMethod,0.18572603866721513,0,1,0,0,0,25,0.0,13,23,1.0,0,5,0,5,5,0.0,5
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.SimpleTestWithFutureProofExplicitRunner,SimpleTestWithFutureProofExplicitRunner,0.2540449746332099,1,28,0,0,0,1,0.0,39,7,1.0,0,1,0,1,1,0.0,1
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest.SimpleTest,SimpleTest,0.2540449746332099,1,28,0,0,0,1,0.0,10,6,1.0,0,1,0,1,1,0.0,1
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AnnotationTest.java.AnnotationTest,AnnotationTest,0.2540449746332099,30,28,30,0,3,459,1.0,14,814,1.0,0,35,0,31,31,0.24301075268817204,31
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithDataPointMethod.java.WithDataPointMethod.DataPointMethodReturnsMutableObject,DataPointMethodReturnsMutableObject,0.18572603866721513,0,1,0,0,0,4,0.0,35,19,1.0,0,4,0,2,2,0.0,2
org.junit.runners.Throwables.java.MethodSorters.java.AllTests.java.AllTests,AllTests,0.1366378719319896,0,1,0,0,0,0,0.0,8,23,0.0,0,0,0,0,0,0.0,0
org.junit.runner.notification.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RunNotifierTest.java.RunNotifierTest.CorruptListener,CorruptListener,0.18572603866721513,0,1,0,0,0,4,0.0,15,11,1.0,0,2,0,2,2,0.0,2
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.TestWithSuppressedException,TestWithSuppressedException,0.11740710270122036,0,1,0,0,1,2,1.0,27,18,1.0,0,3,0,2,2,0.0,2
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithDataPointMethod.java.WithDataPointMethod.HasDataPointMethod,HasDataPointMethod,0.18572603866721513,0,1,0,0,0,4,0.0,18,11,1.0,0,2,0,2,2,0.0,2
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithDataPointMethod.java.WithDataPointMethod,WithDataPointMethod,0.18572603866721513,3,1,3,0,0,36,0.0,19,89,1.0,0,6,0,6,6,0.0,6
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.FakeClassUnderTest,FakeClassUnderTest,0.18572603866721513,0,1,0,0,0,16,0.0,18,22,1.0,0,4,0,4,4,0.0,4
org.junit.runner.notification.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RunNotifierTest.java.RunNotifierTest,RunNotifierTest,0.18572603866721513,4,1,4,0,0,64,0.0,15,117,1.0,0,8,0,8,8,0.0,8
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.TestWithThrowingMethodRule,TestWithThrowingMethodRule,0.18572603866721513,1,1,1,0,0,1,0.0,26,9,1.0,0,2,0,1,1,0.0,1
org.junit.internal.runners.Throwables.java.MethodValidator.java.MethodValidator,MethodValidator,0.04908816673522555,3,7,3,0,1,0,1.0,15,82,0.8571428571428572,4,8,0,6,8,0.6,14
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.ThrowingMethodRule,ThrowingMethodRule,0.18572603866721513,1,1,1,0,0,1,0.0,18,8,1.0,1,1,0,1,2,0.0,1
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.TestWithThrowingClassRule,TestWithThrowingClassRule,0.18572603866721513,1,1,1,0,0,1,0.0,25,9,1.0,0,1,0,1,1,0.0,1
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.TestWithThrowingTestRule,TestWithThrowingTestRule,0.18572603866721513,1,1,1,0,0,1,0.0,24,9,1.0,0,1,0,1,1,0.0,1
org.junit.runners.Throwables.java.JUnit4.java.JUnit4,JUnit4,0.1366378719319896,1,1,1,1,0,0,0.0,6,20,0.0,0,0,0,0,0,0.0,0
org.junit.runner.notification.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.AllNotificationTests.java.AllNotificationTests,AllNotificationTests,0.18572603866721513,3,1,3,0,0,0,0.0,20,8,1.0,0,0,0,0,0,0.0,0
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.ThrowingTestRule,ThrowingTestRule,0.18572603866721513,1,1,1,0,0,1,0.0,16,8,1.0,1,1,0,1,2,0.0,1
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.JUnit3TestWithThrowingSetUpMethod,JUnit3TestWithThrowingSetUpMethod,0.18572603866721513,1,1,1,0,0,4,0.0,33,11,1.0,1,2,0,2,3,0.0,2
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.JUnitCommandLineParseResultTest.java.JUnitCommandLineParseResultTest.DummyTest,DummyTest,0.18572603866721513,0,1,0,0,0,1,0.0,9,5,1.0,0,1,0,1,1,0.0,1
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.JUnitCommandLineParseResultTest.java.JUnitCommandLineParseResultTest.DummyCategory0,DummyCategory0,0.18572603866721513,0,1,0,0,0,0,0.0,14,2,1.0,0,0,0,0,0,0.0,0
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.TestWithThrowingBeforeMethod,TestWithThrowingBeforeMethod,0.18572603866721513,1,1,1,0,0,4,0.0,28,11,1.0,1,2,0,2,3,0.0,2
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.JUnitCommandLineParseResultTest.java.JUnitCommandLineParseResultTest.FilterFactoryStub,FilterFactoryStub,0.18572603866721513,0,1,0,0,0,1,0.0,17,5,1.0,0,1,0,1,1,0.0,1
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.FailingDataPointMethods.java.FailingDataPointMethods.HasWronglyIgnoredFailingMultipleDataPointMethod,HasWronglyIgnoredFailingMultipleDataPointMethod,0.18572603866721513,0,1,0,0,0,4,0.0,47,14,1.0,0,3,0,2,2,0.0,2
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.TestWithOneThrowingTestMethodWithCause,TestWithOneThrowingTestMethodWithCause,0.18572603866721513,1,1,1,0,0,1,0.0,38,7,1.0,1,1,0,1,2,0.0,1
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.JUnit3TestWithOneThrowingTestMethod,JUnit3TestWithOneThrowingTestMethod,0.18572603866721513,1,1,1,0,0,1,0.0,35,6,1.0,1,1,0,1,2,0.0,1
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.TestWithOneThrowingTestMethod,TestWithOneThrowingTestMethod,0.18572603866721513,1,1,1,0,0,1,0.0,29,7,1.0,1,1,0,1,2,0.0,1
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParameterizedTestMethodTest.java.ParameterizedTestMethodTest.SubShadows,SubShadows,0.18572603866721513,1,1,1,1,0,1,0.0,10,6,1.0,0,1,0,1,1,0.0,1
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParameterizedTestMethodTest.java.ParameterizedTestMethodTest.SubWrong,SubWrong,0.18572603866721513,1,1,1,1,0,1,0.0,8,5,1.0,0,1,0,1,1,0.0,1
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParameterizedTestMethodTest.java.ParameterizedTestMethodTest.SuperWrong,SuperWrong,0.18572603866721513,0,1,0,0,0,1,0.0,10,5,1.0,0,1,2,1,1,0.0,1
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.FailingDataPointMethods.java.FailingDataPointMethods.HasWronglyIgnoredFailingSingleDataPointMethod,HasWronglyIgnoredFailingSingleDataPointMethod,0.18572603866721513,0,1,0,0,0,4,0.0,45,14,1.0,0,3,0,2,2,0.0,2
org.junit.runners.Throwables.java.ParentRunner.java.ParentRunner.ClassRuleCollector.getOrderedRules,getOrderedRules,0.18572603866721513,2,1,2,0,1,0,0.25,15,11,1.0,1,3,0,2,2,0.0,1
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.FailingDataPointMethods.java.FailingDataPointMethods.HasIgnoredFailingMultipleDataPointMethod,HasIgnoredFailingMultipleDataPointMethod,0.18572603866721513,0,1,0,0,0,4,0.0,40,14,1.0,0,3,0,2,2,0.0,2
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.FailingDataPointMethods.java.FailingDataPointMethods.HasIgnoredFailingSingleDataPointMethod,HasIgnoredFailingSingleDataPointMethod,0.18572603866721513,0,1,0,0,0,4,0.0,38,14,1.0,0,3,0,2,2,0.0,2
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.FailingDataPointMethods.java.FailingDataPointMethods.HasFailingDataPointArrayMethod,HasFailingDataPointArrayMethod,0.18572603866721513,0,1,0,0,0,4,0.0,30,14,1.0,0,3,0,2,2,0.0,2
org.junit.Assume.java.Assume,Assume,0.1366378719319896,1,1,1,0,0,81,0.0,6,163,0.0,1,9,0,9,9,0.0,12
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParameterizedTestMethodTest.java.ParameterizedTestMethodTest.EverythingWrong,EverythingWrong,0.18572603866721513,0,1,0,0,0,625,0.0,15,110,1.0,0,25,0,25,25,0.0,25
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParameterizedTestMethodTest.java.ParameterizedTestMethodTest,ParameterizedTestMethodTest,0.11740710270122036,3,1,3,0,1,14,1.0,27,167,1.0,0,6,0,4,4,0.0,4
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.FailingDataPointMethods.java.FailingDataPointMethods.HasFailingSingleDataPointMethod,HasFailingSingleDataPointMethod,0.18572603866721513,0,1,0,0,0,4,0.0,31,14,1.0,0,3,0,2,2,0.0,2
org.junit.tests.experimental.theories.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.FailingDataPointMethods.java.FailingDataPointMethods,FailingDataPointMethods,0.18572603866721513,5,1,5,0,0,36,0.0,23,123,1.0,0,6,0,6,6,0.0,6
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.FramesRemovedMatcher,FramesRemovedMatcher,0.0683189359659948,1,1,1,1,1,0,1.0,20,31,0.6666666666666667,0,4,0,2,2,0.0,4
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.TestMethodTest.java.TestMethodTest.OnlyTestIsIgnored,OnlyTestIsIgnored,0.18572603866721513,0,1,0,0,0,1,0.0,17,6,1.0,0,1,0,1,1,0.0,1
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.TestMethodTest.java.TestMethodTest.ConstructorParameter,ConstructorParameter,0.18572603866721513,0,1,0,0,0,1,0.0,20,8,1.0,0,1,0,1,1,0.0,1
org.junit.Test.java.Test.None,None,0.1366378719319896,0,1,0,0,0,0,0.0,4,9,0.0,0,1,0,0,0,0.0,0
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.JUnitCommandLineParseResultTest.java.JUnitCommandLineParseResultTest,JUnitCommandLineParseResultTest,0.18572603866721513,3,1,3,0,0,100,0.0,31,131,1.0,0,10,0,10,10,0.0,10
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.StackTraceLineMatcher,StackTraceLineMatcher,0.0683189359659948,1,1,1,1,1,0,1.0,21,32,0.6666666666666667,0,4,0,2,2,0.0,4
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.TestMethodTest.java.TestMethodTest.Confused,Confused,0.18572603866721513,0,1,0,0,0,4,0.0,8,9,1.0,0,2,0,2,2,0.0,2
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.ExceptionMessageMatcher,ExceptionMessageMatcher,0.1366378719319896,1,1,1,1,0,4,0.0,23,19,0.6666666666666667,0,2,0,2,2,0.0,2
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.FilterFactoriesTest.java.FilterFactoriesTest.DummyTest,DummyTest,0.18572603866721513,0,1,0,0,0,1,0.0,9,5,1.0,0,1,0,1,1,0.0,1
org.junit.internal.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StackTracesTest.java.StackTracesTest.StringMatcher,StringMatcher,0.18572603866721513,0,1,0,0,0,0,0.0,13,2,1.0,0,0,3,0,0,0.0,0
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.FilterFactoriesTest.java.FilterFactoriesTest.DummySuite,DummySuite,0.18572603866721513,1,1,1,0,0,0,0.0,10,4,1.0,0,0,0,0,0,0.0,0
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.FilterFactoriesTest.java.FilterFactoriesTest.DummyCategory,DummyCategory,0.18572603866721513,0,1,0,0,0,0,0.0,13,2,1.0,0,0,0,0,0,0.0,0
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.TestMethodTest.java.TestMethodTest.IgnoredTest,IgnoredTest,0.18572603866721513,0,1,0,0,0,9,0.0,11,15,1.0,0,3,0,3,3,0.0,3
org.junit.internal.runners.Throwables.java.JUnit38ClassRunner.java.JUnit38ClassRunner.OldTestClassAdaptingListener,OldTestClassAdaptingListener,0.18572603866721513,0,1,0,0,0,49,0.0,28,46,1.0,0,7,0,7,7,0.0,9
org.junit.internal.runners.Throwables.java.JUnit38ClassRunner.java.JUnit38ClassRunner,JUnit38ClassRunner,0.18572603866721513,1,1,1,0,0,100,0.0,18,158,0.9090909090909091,0,10,1,10,10,0.0,21
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.FilterFactoriesTest.java.FilterFactoriesTest.DummyFilter,DummyFilter,0.18572603866721513,0,1,0,0,0,9,0.0,11,21,1.0,0,3,0,3,3,0.0,3
org.junit.tests.running.methods.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.TestMethodTest.java.TestMethodTest.SubShadows,SubShadows,0.18572603866721513,1,1,1,1,0,1,0.0,10,6,1.0,0,1,0,1,1,0.0,1
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.FilterFactoriesTest.java.FilterFactoriesTest.FilterFactoryStub,FilterFactoryStub,0.18572603866721513,1,1,1,0,0,1,0.0,17,5,1.0,0,1,0,1,1,0.0,1
org.junit.runner.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.FilterFactoriesTest.java.FilterFactoriesTest.NonInstantiableFilterFactory,NonInstantiableFilterFactory,0.18572603866721513,0,1,0,0,0,1,0.0,28,8,1.0,0,1,0,1,1,0.0,1
