FullQualifiedName,name,Maintainability,CBO,CYC_Classes,DAC,DIT,ILCOM,LCOM,LD,LEN,LOC,LOD_Class,MPC,NAM,NOC,NOM,RFC,TCC,WMC
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.TempFolderRuleTest.java.TempFolderRuleTest.CreatesRandomSubFolders,CreatesRandomSubFolders,0.18572603866721513,1,6,0,0,0,1,0.0,23,15,1.0,0,1,0,1,1,0.0,2
org.junit.tests.experimental.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AssumptionTest.java.AssumptionTest.AssumptionFailureInConstructor,AssumptionFailureInConstructor,0.18572603866721513,0,1,0,0,0,1,0.0,30,10,1.0,0,1,0,1,1,0.0,1
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerTest.java.ParentRunnerTest.AssertionErrorAtParentLevelTest,AssertionErrorAtParentLevelTest,0.18572603866721513,0,1,0,0,0,4,0.0,31,9,1.0,0,2,0,2,2,0.0,2
org.junit.tests.experimental.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AssumptionTest.java.AssumptionTest.HasFailingAssumeInBeforeClass,HasFailingAssumeInBeforeClass,0.18572603866721513,0,1,0,0,0,4,0.0,29,11,1.0,0,2,0,2,2,0.0,2
org.junit.tests.experimental.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AssumptionTest.java.AssumptionTest.HasFailingAssumeInBefore,HasFailingAssumeInBefore,0.18572603866721513,0,1,0,0,0,4,0.0,24,11,1.0,0,2,0,2,2,0.0,2
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerTest.java.ParentRunnerTest.NonPublicTestClass,NonPublicTestClass,0.18572603866721513,0,1,0,0,0,1,0.0,18,7,1.0,0,1,0,1,1,0.0,1
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.ComparisonCompactorTest.java.ComparisonCompactorTest,ComparisonCompactorTest,0.18572603866721513,0,1,0,0,0,361,0.0,23,97,1.0,0,19,0,19,19,0.0,19
org.junit.experimental.theories.internal.ParameterizedAssertionError.java.ParameterizedAssertionError,ParameterizedAssertionError,0.18572603866721513,0,1,0,0,0,25,0.0,27,44,1.0,0,6,0,5,5,0.0,7
org.junit.runner.Throwables.java.Request.java.Request,Request,0.1366378719319896,4,4,4,0,0,121,0.0,7,160,0.0,2,11,1,11,13,0.0,11
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.Success.java.Success,Success,0.1366378719319896,0,1,0,0,0,4,0.0,7,12,0.6666666666666667,0,2,0,2,2,0.0,2
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerTest.java.ParentRunnerTest.ExampleTest,ExampleTest,0.18572603866721513,0,1,0,0,0,9,0.0,11,13,1.0,0,3,0,3,3,0.0,3
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerTest.java.ParentRunnerTest.Exclude,Exclude,0.04908816673522555,0,1,0,0,1,0,1.0,7,17,1.0,0,3,0,2,2,1.0,2
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.TempFolderRuleTest.java.TempFolderRuleTest.CreatesSubFolder,CreatesSubFolder,0.18572603866721513,1,6,0,0,0,16,0.0,16,54,1.0,0,4,0,4,4,0.0,5
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.AllTests.java.AllTests,AllTests,0.1366378719319896,11,1,11,0,0,4,0.0,8,26,0.6666666666666667,0,2,0,2,2,0.0,2
org.junit.runner.Throwables.java.Runner.java.Runner,Runner,0.1366378719319896,2,1,2,1,0,9,0.0,6,39,0.25,1,3,0,3,4,0.0,3
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.NoTestCases.java.NoTestCases,NoTestCases,0.1366378719319896,0,1,0,0,0,1,0.0,11,7,0.5,0,1,0,1,1,0.0,1
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.TempFolderRuleTest.java.TempFolderRuleTest.HasTempFolder,HasTempFolder,0.18572603866721513,1,6,0,0,0,4,0.0,13,17,1.0,0,2,0,2,2,0.0,2
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.TempFolderRuleTest.java.TempFolderRuleTest,TempFolderRuleTest,0.04908816673522555,6,6,6,0,2,60,1.0,18,225,1.0,0,14,0,10,10,0.15555555555555556,12
org.junit.tests.experimental.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AssumptionTest.java.AssumptionTest.HasPassingAssumption,HasPassingAssumption,0.18572603866721513,0,1,0,0,0,1,0.0,20,7,1.0,0,1,0,1,1,0.0,1
org.junit.runner.Throwables.java.JUnitCommandLineParseResult.java.JUnitCommandLineParseResult.CommandLineParserError,CommandLineParserError,0.1366378719319896,0,1,0,0,0,0,0.0,22,10,0.0,0,1,0,0,0,0.0,0
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerTest.java.ParentRunnerTest.FruitTest,FruitTest,0.18572603866721513,1,2,0,0,0,4,0.0,9,11,1.0,0,2,0,2,2,0.0,2
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerTest.java.ParentRunnerTest,ParentRunnerTest,0.18572603866721513,8,2,8,0,1,119,0.0,16,279,1.0,2,12,0,11,11,0.0,11
org.junit.tests.experimental.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AssumptionTest.java.AssumptionTest.HasFailingAssumption,HasFailingAssumption,0.18572603866721513,0,1,0,0,0,1,0.0,20,7,1.0,0,1,0,1,1,0.0,1
org.junit.tests.experimental.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AssumptionTest.java.AssumptionTest.runAndGetAssumptionFailures,runAndGetAssumptionFailures,0.11740710270122036,8,4,8,0,2,421,1.0,27,16,0.9545454545454546,0,24,0,21,21,0.017543859649122806,20
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.TemporaryFolderRuleAssuredDeletionTest.java.TemporaryFolderRuleAssuredDeletionTest.HasTempFolderWithoutAssuredDeletion,HasTempFolderWithoutAssuredDeletion,0.18572603866721513,1,1,1,0,0,1,0.0,35,7,1.0,0,1,0,1,1,0.0,1
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.TemporaryFolderRuleAssuredDeletionTest.java.TemporaryFolderRuleAssuredDeletionTest.HasTempFolderWithAssuredDeletion,HasTempFolderWithAssuredDeletion,0.18572603866721513,1,1,1,0,0,1,0.0,32,9,1.0,0,1,0,1,1,0.0,1
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.TemporaryFolderRuleAssuredDeletionTest.java.TemporaryFolderRuleAssuredDeletionTest.StubTemporaryFolder,StubTemporaryFolder,0.1366378719319896,0,1,0,0,0,9,0.0,19,29,0.5,0,3,0,3,3,0.0,3
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.TemporaryFolderRuleAssuredDeletionTest.java.TemporaryFolderRuleAssuredDeletionTest,TemporaryFolderRuleAssuredDeletionTest,0.18572603866721513,2,1,2,0,0,4,0.0,38,63,1.0,0,2,0,2,2,0.0,2
org.junit.tests.experimental.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AllExperimentalTests.java.AllExperimentalTests,AllExperimentalTests,0.18572603866721513,2,1,2,0,0,0,0.0,20,13,1.0,0,0,0,0,0,0.0,0
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.CallsMethodReturningRuleOnlyOnce.Dummy,Dummy,0.18572603866721513,0,1,0,0,0,1,0.0,5,11,1.0,0,1,0,1,1,0.0,1
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.CallsMethodReturningRuleOnlyOnce,CallsMethodReturningRuleOnlyOnce,0.04908816673522555,1,1,1,0,1,0,1.0,32,27,1.0,0,3,0,2,2,1.0,2
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.HasMultipleMethodsReturningMethodRule,HasMultipleMethodsReturningMethodRule,0.18572603866721513,1,1,1,0,0,9,0.0,37,16,1.0,0,3,0,3,3,0.0,3
org.junit.runner.Throwables.java.JUnitCommandLineParseResult.java.JUnitCommandLineParseResult,JUnitCommandLineParseResult,0.0,4,4,4,0,1,56,1.0,27,136,0.6363636363636364,3,13,0,10,12,0.16666666666666666,20
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.TestCaseTest.java.TestCaseTest.TornDown,TornDown,0.11740710270122036,0,1,0,0,1,2,1.0,8,13,1.0,0,3,3,2,2,0.0,2
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerFilteringTest.java.ParentRunnerFilteringTest.ExampleSuiteWithUnmodifyableChildList,ExampleSuiteWithUnmodifyableChildList,0.18572603866721513,2,1,2,0,0,0,0.0,37,4,1.0,0,0,0,0,0,0.0,0
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.TestCaseTest.java.TestCaseTest,TestCaseTest,0.18572603866721513,2,1,2,0,0,289,0.0,12,196,0.9444444444444444,0,17,0,17,17,0.0,17
org.junit.experimental.theories.internal.AllMembersSupplier.java.AllMembersSupplier.MethodParameterValue,MethodParameterValue,0.18572603866721513,1,2,0,0,0,4,0.0,20,30,1.0,1,2,0,2,3,0.0,2
org.junit.experimental.theories.internal.AllMembersSupplier.java.AllMembersSupplier.getValueSources,getValueSources,0.18572603866721513,1,2,1,0,0,196,0.0,15,11,1.0,0,14,1,14,14,0.0,31
org.junit.tests.description.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.SuiteDescriptionTest.java.SuiteDescriptionTest,SuiteDescriptionTest,0.18572603866721513,0,1,0,0,0,9,0.0,20,30,1.0,0,3,0,3,3,0.0,3
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerFilteringTest.java.ParentRunnerFilteringTest.SuiteWithUnmodifyableChildList,SuiteWithUnmodifyableChildList,0.18572603866721513,0,1,0,0,0,1,0.0,30,13,1.0,0,1,0,1,1,0.0,1
org.junit.runner.Throwables.java.FilterFactory.java.FilterFactory.FilterNotCreatedException,FilterNotCreatedException,0.1366378719319896,0,1,0,0,0,0,0.0,25,9,0.0,0,0,0,0,0,0.0,0
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.HasMethodReturningMethodRule,HasMethodReturningMethodRule,0.18572603866721513,0,1,0,0,0,4,0.0,28,24,1.0,0,2,0,2,2,0.0,2
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.ThreeTestCases.java.ThreeTestCases,ThreeTestCases,0.1366378719319896,0,1,0,0,0,9,0.0,14,13,0.75,0,3,0,3,3,0.0,3
org.junit.runner.Throwables.java.FilterFactory.java.FilterFactory,FilterFactory,0.1366378719319896,2,1,2,0,0,1,0.0,13,21,0.0,0,1,0,1,1,0.0,1
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerFilteringTest.java.ParentRunnerFilteringTest.ExampleSuite,ExampleSuite,0.18572603866721513,1,1,1,0,0,0,0.0,12,4,1.0,0,0,0,0,0,0.0,0
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.NoArgTestCaseTest.java.NoArgTestCaseTest,NoArgTestCaseTest,0.18572603866721513,0,1,0,0,0,1,0.0,17,4,1.0,0,1,0,1,1,0.0,1
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.UsesCustomMethodRule,UsesCustomMethodRule,0.18572603866721513,1,1,1,0,1,0,0.0,20,9,1.0,0,2,0,1,1,0.0,1
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerFilteringTest.java.ParentRunnerFilteringTest.ExampleTest,ExampleTest,0.18572603866721513,0,1,0,0,0,1,0.0,11,6,1.0,0,1,0,1,1,0.0,1
org.junit.runner.Throwables.java.Describable.java.Describable,Describable,0.1366378719319896,1,1,1,0,0,1,0.0,11,11,0.0,0,1,1,1,1,0.0,1
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.NotVoidTestCase.java.NotVoidTestCase,NotVoidTestCase,0.1366378719319896,0,1,0,0,0,4,0.0,15,11,0.6666666666666667,0,2,0,2,2,0.0,2
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.CustomTestName,CustomTestName,0.18572603866721513,0,1,0,0,0,1,0.0,14,13,1.0,0,2,0,1,1,0.0,1
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.Failure.java.Failure,Failure,0.1366378719319896,0,1,0,0,0,1,0.0,7,9,0.5,0,1,0,1,1,0.0,1
org.junit.runner.Throwables.java.FilterFactoryParams.java.FilterFactoryParams,FilterFactoryParams,0.18572603866721513,1,1,1,0,2,0,0.0,19,21,1.0,0,4,0,2,2,0.0,2
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.PrivateRule,PrivateRule,0.18572603866721513,0,1,0,0,0,1,0.0,11,8,1.0,0,1,0,1,1,0.0,1
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.SonOfWrongTypedField,SonOfWrongTypedField,0.18572603866721513,1,1,1,1,0,0,0.0,20,3,1.0,0,0,0,0,0,0.0,0
org.junit.tests.description.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.TestDescriptionMethodNameTest.java.TestDescriptionMethodNameTest,TestDescriptionMethodNameTest,0.0683189359659948,0,1,0,0,1,2,1.0,29,37,0.6666666666666667,0,3,0,2,2,0.0,2
null,null,0.18572603866721513,0,1,0,0,0,9,0.0,0,null,1.0,0,3,0,3,3,0.0,5
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.AssertionFailedErrorTest.java.AssertionFailedErrorTest,AssertionFailedErrorTest,0.11740710270122036,0,1,0,0,1,7,1.0,24,18,1.0,0,4,0,3,3,0.0,3
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.WrongTypedField,WrongTypedField,0.18572603866721513,0,1,0,0,0,1,0.0,15,8,1.0,0,2,1,1,1,0.0,1
org.junit.tests.running.classes.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.ParentRunnerFilteringTest.java.ParentRunnerFilteringTest.CountingFilter,CountingFilter,0.18572603866721513,4,1,4,0,0,36,0.0,14,27,1.0,0,6,0,6,6,0.0,6
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.BeforesAndAfters,BeforesAndAfters,0.04908816673522555,0,1,0,0,1,0,1.0,16,36,1.0,0,4,0,3,3,1.0,3
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.DoublePrecisionAssertTest.java.DoublePrecisionAssertTest,DoublePrecisionAssertTest,0.18572603866721513,0,1,0,0,0,49,0.0,25,50,875,0,7,0,7,7,0.0,7
org.junit.tests.description.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AnnotatedDescriptionTest.java.AnnotatedDescriptionTest.ValueAnnotatedClass,ValueAnnotatedClass,0.18572603866721513,1,1,1,0,0,1,0.0,19,6,1.0,0,1,0,1,1,0.0,1
org.junit.tests.description.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AnnotatedDescriptionTest.java.AnnotatedDescriptionTest.IgnoredClass,IgnoredClass,0.18572603866721513,0,1,0,0,0,1,0.0,12,6,1.0,0,1,0,1,1,0.0,1
org.junit.runner.Throwables.java.FilterFactories.java.FilterFactories,FilterFactories,0.1366378719319896,6,4,5,0,0,25,0.0,15,76,0.33333333333333337,3,5,0,5,7,0.0,6
org.junit.tests.running.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AllRunningTests.java.AllRunningTests,AllRunningTests,0.18572603866721513,0,1,0,0,0,0,0.0,15,8,1.0,0,0,0,0,0,0.0,0
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.WatchmanTest,WatchmanTest,0.18572603866721513,0,1,0,0,0,4,0.0,12,26,1.0,0,3,0,2,2,0.0,2
org.junit.tests.description.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AnnotatedDescriptionTest.java.AnnotatedDescriptionTest.AnnotatedClass,AnnotatedClass,0.18572603866721513,1,1,1,0,0,1,0.0,14,6,1.0,0,1,0,1,1,0.0,1
org.junit.tests.description.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AnnotatedDescriptionTest.java.AnnotatedDescriptionTest,AnnotatedDescriptionTest,0.18572603866721513,5,1,5,0,0,49,0.0,24,82,1.0,0,7,0,7,7,0.0,7
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.OnFailureTest,OnFailureTest,0.18572603866721513,0,1,0,0,0,1,0.0,13,14,1.0,0,1,0,1,1,0.0,1
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.NoRulesTest,NoRulesTest,0.18572603866721513,0,1,0,0,0,1,0.0,11,8,1.0,0,2,0,1,1,0.0,1
org.junit.tests.description.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.TestDescriptionTest.java.TestDescriptionTest,TestDescriptionTest,0.18572603866721513,0,1,0,0,0,9,0.0,19,16,1.0,0,3,0,3,3,0.0,3
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.MultipleRuleTest,MultipleRuleTest,0.18572603866721513,1,1,1,0,0,1,0.0,16,13,1.0,0,1,0,1,1,0.0,1
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.Increment,Increment,0.18572603866721513,0,1,0,0,0,1,0.0,9,12,1.0,0,1,0,1,1,0.0,1
org.junit.tests.description.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.AllDescriptionTests.java.AllDescriptionTests,AllDescriptionTests,0.18572603866721513,4,1,4,0,0,0,0.0,19,9,1.0,0,0,0,0,0,0.0,0
org.junit.tests.manipulation.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.FilterTest.java.FilterTest.NamedFilter,NamedFilter,0.11740710270122036,0,1,0,0,1,2,1.0,11,17,1.0,0,3,0,2,2,0.0,2
org.junit.tests.manipulation.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.FilterTest.java.FilterTest,FilterTest,0.18572603866721513,1,1,1,0,0,9,0.0,10,41,1.0,4,3,0,3,3,0.0,3
org.junit.experimental.theories.internal.Assignments.java.Assignments.allUnassigned,allUnassigned,0.18572603866721513,3,1,3,0,0,196,0.0,13,13,0.9333333333333333,1,14,0,14,14,0.0,21
org.junit.runner.Throwables.java.Result.java.Result.SerializedForm,SerializedForm,0.0683189359659948,1,3,1,0,1,2,1.0,14,45,0.6666666666666667,0,7,0,2,2,0.0,2
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.SonOfNonPublicExampleTest,SonOfNonPublicExampleTest,0.18572603866721513,1,1,1,1,0,0,0.0,25,3,1.0,0,0,0,0,0,0.0,0
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.SonOfExampleTest,SonOfExampleTest,0.18572603866721513,1,1,1,1,0,0,0.0,16,3,1.0,0,0,0,0,0,0.0,0
org.junit.tests.manipulation.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.AllManipulationTests.java.AllManipulationTests,AllManipulationTests,0.18572603866721513,4,1,4,0,0,0,0.0,20,9,1.0,0,0,0,0,0,0.0,0
org.junit.tests.deprecated.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.JUnit4ClassRunnerTest.java.JUnit4ClassRunnerTest.UnconstructableExample,UnconstructableExample,0.18572603866721513,0,1,0,0,0,4,0.0,22,16,1.0,0,2,0,2,2,0.0,2
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.NonPublicExampleTest,NonPublicExampleTest,0.18572603866721513,1,1,1,0,0,1,0.0,20,8,1.0,0,1,1,1,1,0.0,1
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.ExampleTest,ExampleTest,0.18572603866721513,1,1,1,0,0,1,0.0,11,8,1.0,0,1,1,1,1,0.0,1
junit.tests.framework.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.AssertTest.java.AssertTest,AssertTest,0.18572603866721513,0,1,0,0,0,256,0.0,10,165,1.0,0,16,0,16,16,0.0,16
org.junit.runner.Throwables.java.Result.java.Result.Listener,Listener,0.18572603866721513,2,3,2,0,0,36,0.0,8,33,1.0,0,6,0,6,6,0.0,6
org.junit.tests.deprecated.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.JUnit4ClassRunnerTest.java.JUnit4ClassRunnerTest.Example,Example,0.18572603866721513,0,1,0,0,0,4,0.0,7,12,1.0,0,2,0,2,2,0.0,2
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest.TestMethodRule,TestMethodRule,0.18572603866721513,0,1,0,0,0,1,0.0,14,12,1.0,0,1,0,1,1,0.0,1
org.junit.tests.manipulation.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.SingleMethodTest.java.SingleMethodTest.HasSuiteMethod,HasSuiteMethod,0.18572603866721513,0,1,0,0,0,9,0.0,14,13,1.0,0,3,0,3,3,0.0,3
org.junit.tests.deprecated.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.JUnit4ClassRunnerTest.java.JUnit4ClassRunnerTest,JUnit4ClassRunnerTest,0.1366378719319896,2,1,2,0,0,4,0.0,21,52,0.6666666666666667,0,2,0,2,2,0.0,2
org.junit.rules.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.MethodRulesTest.java.MethodRulesTest,MethodRulesTest,0.1366378719319896,15,1,15,0,3,183,0.6,15,400,0.8125,0,18,0,15,15,0.06666666666666667,15
org.junit.tests.manipulation.Throwables.java.MethodSorters.java.BlockJUnit4ClassRunnerWithParameters.java.StopwatchTest.java.RuleContainerTest.java.RuleContainerTest.WithAutoGeneratedDataPoints.java.SingleMethodTest.java.SingleMethodTest.OneTwoSuite,OneTwoSuite,0.18572603866721513,2,1,2,0,0,0,0.0,11,4,1.0,0,0,0,0,0,0.0,0
